% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary original 
@ATTRIBUTE word String 
@ATTRIBUTE usefulVotesPercent {A,B,C,D,E}
@ATTRIBUTE usefulnessPercent {A,B,C,D,E}

@DATA 
thaiger,B,B
jaspers,C,D
appetit,D,C
kofta,B,D
burgundy,A,B
andrea,D,C
deepdish,B,E
andrew,C,B
unhelpful,B,A
trivial,C,C
decision,D,B
aboutthe,B,B
finger,C,B
elevated,D,E
tattoo,C,B
bummed,C,A
fetish,D,A
bummer,B,B
cowgirl,D,B
mishmash,D,B
huevos,C,B
accessory,D,A
artistic,C,B
carbon,D,A
topic,D,A
pilgrimage,A,B
artistry,D,C
contributing,B,D
noisy,B,B
noise,B,A
moving,C,A
crouton,D,C
ocean,C,B
allergic,D,B
toomy,B,A
tooth,C,A
tooso,A,B
sculpture,D,B
kindof,D,B
toowe,C,A
apparent,C,A
kindly,C,A
beloved,A,C
essentials,D,B
becomes,D,C
rounding,A,B
piece,D,B
consistancy,B,E
carafe,C,B
antipasta,B,C
alittle,B,C
antipasto,C,B
antipasti,C,B
tractor,C,A
melded,C,A
shiraz,C,A
tooif,C,B
goldfish,A,E
tools,C,B
liqueur,A,C
waistline,D,C
acknowledgment,B,C
liquids,D,B
tastythe,B,D
crazies,C,B
picks,C,B
picky,B,A
visibly,C,A
visible,C,A
bleached,C,D
bleacher,B,A
exercise,C,B
compromised,C,C
tonys,B,A
diagnostic,B,D
shined,A,B
icing,D,A
holidays,C,B
lottery,C,D
shines,C,E
shiner,C,E
somethin,B,B
disturbing,C,B
depressed,D,A
notorious,D,C
tonto,C,C
kohls,B,D
consistent,B,A
thighs,D,B
cutlet,B,B
interrupting,C,B
equals,C,A
disclose,D,C
planning,C,B
tonic,A,C
introduce,D,C
toned,B,B
downthe,C,B
movies,C,B
boredom,C,B
pickled,D,B
tones,A,C
pickles,C,A
tongs,C,D
excitedly,A,E
nongreasy,C,C
failing,D,B
pibil,D,A
promised,C,A
projects,C,B
promises,D,C
zinc,B,C
rewarding,D,C
zing,D,C
ziti,B,A
tommy,C,B
skanky,A,A
overhyped,A,B
spreading,D,A
workplace,B,D
sometime,C,A
extravaganza,B,D
flipped,D,B
flippin,A,C
elevator,D,C
sunflower,C,A
banana,C,B
afford,C,B
placeand,C,A
finish,C,B
garish,D,C
vinaigrette,D,C
picnic,C,B
sections,C,B
savoring,A,B
dismal,D,B
dismay,D,B
gluten,B,D
realization,D,E
occur,D,A
dripping,D,B
touch,C,B
chaat,C,C
patronize,C,B
shitty,A,C
pickup,C,A
tough,C,A
through,C,B
berkshire,D,A
population,D,C
toobut,D,B
permitted,D,E
antique,C,C
furio,A,E
awaiting,D,A
interestingly,C,C
restore,C,A
technique,C,A
chaos,C,B
disney,A,B
chase,C,B
chickeni,B,D
chickens,D,A
chard,A,C
charm,D,B
picked,C,B
towering,D,C
chart,D,D
chars,A,B
garden,C,B
champ,C,A
chalk,D,B
totts,B,D
chana,B,E
chang,C,D
tothe,C,A
roberts,C,B
tuesday,C,B
livingsocial,B,D
chair,D,B
chain,B,B
pueblo,B,A
furry,C,C
commented,C,B
skates,A,D
pickle,D,C
redundant,D,C
restock,B,A
dropping,C,A
total,C,B
placebut,C,A
dialed,D,C
happening,D,B
chuckle,D,A
caroline,D,C
carolina,B,B
nevada,C,B
abandon,A,C
lucked,D,C
decorate,D,C
calzone,B,A
acclaimed,C,C
cutter,D,B
tooand,D,B
unlocked,C,B
providers,B,B
redbull,D,D
survive,C,B
sauntered,A,E
classified,D,B
youngsters,C,D
encouraged,D,C
encourages,D,B
meatless,D,B
luckys,B,E
podium,D,E
renegade,B,D
ensure,C,A
noone,B,B
utility,B,C
weakness,C,B
shirts,D,B
pecorino,A,A
biltmore,D,B
torte,D,A
torta,C,B
szechwan,C,C
nooks,C,C
consistant,B,B
gimme,A,C
utilize,C,B
capacity,C,B
uncertain,D,A
prospective,A,B
mccormick,B,D
merchant,A,D
embarrass,A,C
bookstore,B,B
torch,D,C
origins,D,C
unfamiliar,D,C
ounce,C,B
herbed,D,C
confirmation,D,D
todays,D,B
todayi,A,C
development,D,C
doable,C,A
chats,B,C
blooming,D,A
tastebuds,C,C
herbal,C,B
parched,C,B
potatoes,C,B
piggy,A,C
pillowy,A,A
pillows,C,B
fussy,B,B
gills,C,C
ensued,D,B
bumping,D,A
booked,C,A
greatness,C,A
reaction,C,A
hospitality,C,B
version,D,B
answer,D,B
possibly,C,B
grubby,A,A
whiff,C,D
starsthe,B,B
possible,C,B
shrugged,D,A
which,C,B
bistro,C,C
whirl,B,B
souvenir,C,B
nonpretentious,C,C
hamburger,C,A
frosted,D,A
butchers,D,C
single,D,B
whine,D,C
while,C,B
sasquatch,D,C
scientific,D,B
choicethe,C,B
accidental,C,E
patioi,B,A
patios,C,A
blinds,D,A
zero,C,A
matters,C,B
accidently,B,D
zest,A,C
brother,D,B
maggianos,B,B
lunches,C,A
unnecessarily,B,B
brewed,C,B
target,C,B
brewer,B,E
blessed,D,A
jimmy,C,A
demonstrated,A,E
sinful,D,C
whatsoever,C,B
chipsthe,C,E
imitation,C,D
containing,D,E
yogurts,B,D
travelled,B,C
rented,C,A
compelled,D,A
picado,B,D
results,C,B
uninviting,D,C
rental,B,B
skipping,D,A
harried,D,C
opportunities,C,C
questioned,C,A
unreal,B,B
white,C,B
artisanal,C,C
singer,D,A
haircut,B,A
republics,A,E
descent,B,C
westside,A,A
chitown,B,C
detracted,C,E
digging,C,B
maxim,C,B
adjoining,C,B
spectrum,D,B
horseback,C,A
sites,B,A
outweighs,B,C
printing,C,C
possibility,D,C
sissy,D,C
diggity,C,A
custard,C,A
gift,C,B
battery,B,A
recovered,D,A
informs,A,C
establishment,C,C
gila,C,B
mindless,C,C
mayan,A,C
maybe,C,B
winner,C,B
virginia,B,A
appease,D,A
give,C,B
downside,B,B
appears,C,A
foodgreat,B,A
nugget,C,A
gina,C,B
jasmine,C,B
mayor,A,B
appeals,C,D
importance,A,E
vindaloo,C,A
girl,C,B
occasion,C,A
mazda,B,C
glee,A,B
highlights,C,B
encanto,B,B
glow,D,C
limiting,D,D
atmostphere,B,A
thinly,C,B
thinks,D,B
zach,B,E
thingi,D,A
rockabilly,A,C
thingy,C,A
glob,B,B
things,C,B
plopped,D,C
sentiment,C,E
bundle,C,D
pisses,D,E
nobodys,C,A
glue,A,B
parsley,C,C
pissed,D,C
crammed,C,B
originally,B,B
effect,D,C
mindful,C,D
sacrifice,D,B
loudest,C,D
containers,C,A
uninitiated,A,C
thermostat,B,D
surprising,C,B
borgata,D,C
obsessed,D,B
overjoyed,C,C
nevermind,C,A
doctor,B,A
coronado,C,A
operation,C,B
midtown,C,B
miraculously,D,C
operating,C,B
wonderfulthe,B,D
flooded,C,C
remains,C,B
machine,C,A
deciding,C,B
limoncello,B,E
zpizza,C,D
bisque,B,B
bitterness,A,B
threatened,A,E
autographed,D,B
glad,C,A
glam,D,C
realistically,B,C
bordered,A,E
soppressata,A,E
butcher,D,B
mozza,D,C
factors,C,A
factory,C,B
sufficient,B,B
sixth,D,B
sixty,C,D
ought,C,B
functioning,D,B
winter,C,B
weekdays,B,A
figuratively,A,A
carafes,C,E
parsnip,D,D
ballgame,B,A
victorias,D,C
jiffy,B,A
victorian,C,D
gobs,D,A
excessive,C,A
gobi,B,C
goat,D,B
goal,C,B
traveling,B,B
funnel,D,C
bonnie,A,B
gods,A,B
believed,C,C
believer,D,C
believes,A,C
goes,C,B
gogo,C,D
gogh,C,B
gothic,D,E
until,C,B
buzzer,B,A
buzzed,D,A
imports,B,B
splitting,C,B
highways,B,B
bruschetta,C,A
picturesque,B,B
turnout,D,B
replicate,B,B
gothis,C,A
peking,C,B
liquors,C,C
szechuan,B,A
tenderness,D,A
survival,D,C
consistently,B,A
boisterous,C,E
survived,D,B
xtreme,B,A
survives,C,B
howies,B,B
disgusting,C,B
trigger,C,B
groceries,B,B
batting,D,C
mango,C,B
transform,D,B
downgraded,C,B
sizes,C,A
mandy,B,C
sized,C,B
shampoo,D,B
dominate,C,B
unrelated,C,E
adjective,C,A
biscuit,C,B
peculiar,A,C
puerto,C,B
classy,C,B
permanently,B,A
powering,B,A
under,C,B
thirty,A,B
patron,D,B
thirst,C,A
sixpack,B,A
removal,B,D
recognizing,C,D
bearing,C,C
puerco,B,A
mamma,D,A
beacon,D,C
aboveaverage,C,E
obligatory,A,A
midsized,A,C
glimpse,D,B
tasteful,D,A
eyeliner,D,C
passport,D,B
tomatillo,D,B
catered,C,B
leisurely,D,C
chaparral,B,C
zealand,D,C
stunning,C,C
perfectlythe,C,C
ourselves,D,B
calimari,B,B
assess,D,D
mostly,C,B
threading,B,D
blockbuster,A,A
canada,B,B
weirdest,C,A
margherita,C,B
bonuses,B,A
narcisse,E,E
negotiate,C,A
aroundi,C,B
manor,B,B
america,D,B
canals,D,E
manly,A,A
stumble,C,B
maple,D,B
creditdebit,C,C
resemble,D,C
legitimate,B,B
quicklyi,C,C
pattie,A,E
spoonfuls,C,A
whole,C,B
revolting,C,C
gays,E,B
whoop,C,D
consistency,C,A
fajita,B,A
whore,A,B
gawk,A,B
gawd,A,B
gave,C,B
whose,D,B
posture,A,A
whove,A,B
gaze,A,C
hazelnuts,C,A
gaps,C,D
honolulu,B,A
gang,C,B
pattys,C,D
gate,C,B
totties,D,A
gary,C,B
gasp,A,B
garb,C,A
solidly,D,B
gaga,C,A
rubios,B,D
instances,C,A
current,C,B
gain,D,A
flawless,C,A
thirds,D,E
unnoticed,D,A
geisha,D,A
delcious,B,A
game,B,A
spreads,B,C
gals,C,B
kimpton,D,C
einsteins,B,A
pristine,D,B
sweetened,D,A
gabi,E,B
remover,C,A
removed,C,B
someones,D,B
ballys,B,A
spouse,B,D
pepperjack,C,C
nearby,B,B
yuppies,C,B
attractions,C,A
sweetener,D,B
cancer,C,A
getaway,B,A
cancel,C,B
deviled,C,B
felipes,C,C
reunion,C,B
winwin,D,B
disclaimer,C,B
likethe,C,C
present,D,B
impatient,D,B
underdone,C,B
montelucia,D,E
wading,D,C
nearly,C,B
innings,C,B
margs,B,B
marie,A,D
maria,B,B
dissapoint,B,D
prevents,A,B
ballet,D,B
grungy,C,A
march,C,A
marco,C,B
mardi,C,C
remarks,C,C
garments,C,D
fireplaces,D,E
disclosure,D,A
fungus,C,C
biscotti,C,A
marks,C,A
crushed,D,C
omelet,C,A
mario,C,A
caramel,C,A
competitively,C,B
candle,D,B
spotty,B,B
engrossed,D,A
jovial,A,A
spoton,C,C
smoothies,C,A
quibble,B,D
permission,B,C
candid,A,C
funghi,B,A
quickest,B,A
erica,D,A
borderline,B,A
nutritional,B,A
cubano,D,A
masks,D,A
nondescript,C,B
donovans,C,A
mason,D,B
marys,C,C
builtin,C,D
marry,A,C
listening,D,B
realistic,B,B
neatly,C,C
suppliers,C,A
units,C,A
unfortunate,C,B
peoplethe,C,C
union,D,A
mediterranean,C,B
salvadoran,A,E
tzaziki,C,A
chianti,B,B
marshmallows,D,B
mates,C,C
enamored,A,C
contacting,B,B
insulted,D,A
yuzu,D,E
upselling,C,B
saddens,B,B
matts,D,C
howard,D,C
definately,B,A
applewood,C,C
blancos,C,C
vermicelli,C,A
yuca,D,B
garbage,C,A
garbanzo,D,C
neglected,D,B
cheesecake,C,B
sporty,D,A
sports,B,A
drunken,C,B
underwear,A,B
headaches,C,B
yuck,B,B
registered,C,B
remedied,C,C
yung,B,B
match,C,B
yuma,B,B
yumi,C,B
yumm,B,D
yumo,B,C
hopping,C,B
salesperson,D,A
geek,D,C
tipped,D,B
geez,D,B
honesty,C,A
volume,C,B
encased,D,D
gels,B,A
gene,B,C
pompous,A,C
powerful,D,B
gems,C,B
individual,C,B
unsatisfactory,B,C
germ,C,B
disappointment,B,A
gets,C,A
opportunity,D,B
denying,D,B
shiitake,C,B
quesadilla,C,B
matzo,C,B
paddle,D,C
grumpy,D,B
thriving,A,E
padded,D,B
funday,B,D
sommelier,A,C
remorse,D,C
gear,B,A
noshing,D,A
campbell,D,D
materials,C,A
fuck,A,A
anthem,B,A
gourmet,C,B
mafia,D,B
canine,A,A
fuel,C,B
concerts,B,B
ottos,C,D
someday,D,A
spoons,C,A
deviate,C,B
trading,A,A
focuses,C,B
friendsthe,D,C
focused,C,A
starters,C,C
designated,C,B
puzzle,B,C
fuss,C,C
moira,D,B
walnuts,D,A
cartoon,C,C
moist,C,B
plague,B,A
fuji,B,B
confetti,A,E
bridesmaid,C,D
concerns,B,A
funk,D,A
funi,C,A
fund,C,C
tonkatsu,B,D
sheraton,C,D
full,C,B
slapping,A,B
antics,D,C
embassy,C,A
background,D,B
smashed,D,A
sweetbreads,C,E
second,C,B
jidori,A,B
appreciate,C,B
padres,D,A
merchants,C,A
firehouse,B,A
unable,C,A
fashioned,C,B
worthy,D,B
cease,D,E
infinite,B,D
manning,D,C
failed,B,B
ushered,A,B
translated,A,A
translates,A,C
shredded,C,A
website,C,B
alternatives,B,A
literal,D,A
drummer,D,E
skeptical,C,A
bialys,A,B
considered,D,C
your,C,B
concepts,D,C
youd,C,B
youi,D,B
devices,C,B
annoyance,C,B
americas,C,A
american,C,B
laptop,D,B
rename,D,C
disguise,C,C
complement,C,B
pearls,D,B
arrogant,D,C
magic,D,B
exceptional,B,A
seattles,D,C
unattractive,D,C
vault,B,E
restauranti,C,B
sponge,D,B
restaurants,C,B
spongy,C,C
questions,C,A
repulsive,D,A
albuquerque,C,A
bracken,E,B
rubber,D,B
rubbed,D,A
tortas,B,A
managerowner,C,C
effort,C,B
avoided,C,B
gorging,D,D
breadfruit,D,C
error,C,A
secret,D,B
runofthemill,B,B
canned,C,B
unagi,C,E
spoken,D,C
condescending,D,A
processing,B,B
bitchy,A,B
mondays,C,B
credited,B,C
disgusted,C,B
grazie,C,A
crowded,B,A
seriously,D,B
lounging,A,B
nonalcoholic,C,C
mommy,D,A
major,C,B
momma,B,A
pregnant,B,B
dodger,C,B
absorbed,D,E
perused,A,B
placei,B,B
manageable,D,C
places,B,B
placed,C,B
candies,D,B
kissing,B,B
candied,D,B
ordinary,B,A
wealthy,D,C
considerable,D,A
maids,D,D
considerably,D,B
cougars,A,A
capable,C,B
renovated,B,A
influence,C,C
moldy,B,A
audience,D,B
maine,A,C
profitable,C,D
mains,C,B
forward,C,B
molly,B,D
bianco,D,C
bianca,B,C
yogi,A,C
yoga,C,C
vases,A,A
yolk,C,C
watching,C,B
rendition,D,B
yogurtland,B,A
udupi,C,C
york,C,A
salivating,D,B
tavern,A,B
malls,C,B
uncle,D,B
masseuse,C,C
veterans,C,D
frantically,D,B
carrabbas,B,D
males,D,B
peanut,C,B
malts,C,B
settle,D,C
decreased,D,A
profits,B,B
marvelous,C,B
conscious,C,B
professor,D,C
pennies,C,B
upcharge,B,C
voicemail,D,B
profile,D,B
croissant,C,A
sandwhiches,B,A
secure,D,B
canola,B,A
bungalow,D,C
pigeons,D,C
mamas,C,A
antibiotics,C,D
canopy,D,B
bananas,C,A
hauling,C,A
hesitation,B,A
mercedes,B,D
intentions,D,A
makes,C,B
maker,C,A
blaming,D,A
monterey,D,C
crayons,B,C
absolutely,B,B
curries,B,B
setups,D,E
curried,B,C
mojos,D,D
maytag,D,C
intersection,D,A
cannot,C,B
sounding,D,B
miguel,B,C
ymca,D,C
garages,B,B
malai,B,D
disagree,C,B
klein,D,B
campaign,C,A
princess,C,C
candles,D,B
travelzoo,C,C
monsters,C,C
celebrity,D,C
pairing,C,B
moral,D,E
whack,D,B
hesitated,C,D
morei,D,B
dismayed,C,C
incompetence,C,A
flys,B,A
swiftly,D,C
tuscany,C,D
hebrew,B,A
younger,C,B
outoftowners,C,B
flop,B,C
flow,D,C
burmese,C,E
flos,C,A
exactly,C,B
whats,C,B
worked,C,B
moscow,B,D
worker,B,A
biased,B,A
countrys,D,B
reminder,D,A
reminded,D,B
flip,D,B
anchor,D,A
doggies,D,B
bonita,D,D
desperately,D,B
slather,A,C
hersheys,A,D
funthe,D,B
ecstatic,B,A
selections,C,B
selectioni,C,A
clippings,A,C
effing,A,C
newbies,C,C
bamboo,C,C
mindset,D,B
admission,C,B
matador,B,D
worlds,D,A
floored,C,C
oblige,D,B
questionable,C,A
watchers,C,B
expanding,C,C
colonial,D,C
manicure,B,A
moisture,D,C
eyelashes,C,A
fois,D,B
foil,C,A
foie,A,C
planet,C,A
uniqueness,C,B
perspective,C,B
planes,C,A
gotten,B,A
hoursthe,D,B
cabernet,D,C
fogo,D,C
notsogreat,C,A
furthermore,B,C
foam,B,C
moose,B,A
waterfalls,B,B
cardinal,D,B
plants,C,B
moons,C,B
posters,C,B
coaches,B,A
friendsi,D,B
marscapone,D,C
reference,D,B
electronics,C,B
planks,D,C
friendly,B,A
moods,D,B
resident,C,C
situations,D,C
vouchers,C,D
moody,C,B
repeating,D,C
oddly,D,B
praying,D,B
exploring,C,B
valle,B,B
hospitable,C,A
monty,C,C
month,B,A
handbags,D,C
valve,B,D
value,B,A
monte,D,C
lingerie,C,A
flautas,C,B
lingered,D,B
foxs,D,C
puffed,D,C
establishments,D,C
four,C,B
foul,C,B
mighty,A,A
fori,C,B
fork,D,B
form,D,B
fort,B,D
money,C,B
ford,B,B
foot,D,B
fool,C,C
font,D,C
food,B,A
fond,C,B
actuality,A,C
folk,D,C
fold,D,A
sanctuary,C,B
yesi,D,B
dominoes,C,D
mover,A,D
moves,C,A
yeti,B,B
consumer,C,B
consumed,A,B
magnets,D,C
canvas,D,B
olympic,A,C
frozen,C,A
verrado,C,D
bubbles,D,B
pancetta,D,C
moved,B,A
assortment,C,C
movie,C,B
where,C,B
dessertthe,B,D
reallyi,D,C
yeah,D,B
year,C,B
regulars,C,A
mound,D,C
mount,D,A
mouth,C,B
valet,C,B
valid,B,E
mouse,B,D
disappoints,B,D
performances,C,C
towards,C,B
conclusion,D,C
bonein,C,B
starting,C,B
smother,C,D
successfully,D,B
yelp,D,B
yell,C,B
machaca,B,A
witches,B,D
fret,A,C
free,C,A
fred,D,C
repaired,B,A
perfectionthe,B,D
absolutley,C,E
dealerships,B,B
mumbled,C,A
mignon,C,B
patiothe,C,B
frog,C,B
from,C,B
frou,A,C
deterrent,A,D
perfunctory,A,B
secondhand,D,C
wheel,C,A
motor,B,D
raging,A,C
freshness,C,A
rotten,B,B
motto,D,A
eggplant,C,B
cowboy,D,B
delays,C,A
fran,B,C
frat,D,A
binkley,A,E
wheat,C,B
continue,C,A
chewed,C,C
brooklyn,C,C
stinking,A,B
corbins,A,C
inducing,A,B
motif,D,A
flabbergasted,A,C
memorabilia,B,A
grapefruit,D,B
startled,A,E
motel,C,B
generations,A,C
complaining,B,B
chevre,A,B
macys,D,C
examples,D,C
frys,B,A
habanero,D,B
genghis,B,A
percentage,D,D
pounder,D,C
inquiring,D,E
pounded,A,C
fairly,B,A
mosaic,C,D
chevys,B,B
tastethe,D,B
adopting,D,C
risotto,C,B
macho,C,C
adoption,D,C
sounded,C,B
postino,C,A
posting,D,B
refusing,D,D
employment,B,B
mosey,D,C
reality,D,B
biting,A,A
semester,D,D
horseshoe,A,C
realize,D,B
fucking,E,B
liquid,C,A
reisling,C,E
giggled,A,A
giggles,D,A
matthew,B,D
moron,D,A
portable,C,A
however,C,A
liquor,C,B
upkeep,C,C
knowledgeable,B,A
newcomer,B,A
logos,C,C
sleeve,D,C
elephants,C,C
pondered,A,D
landscaping,C,B
hmmm,D,B
aimed,A,A
sleepy,D,C
roquefort,A,A
puree,A,C
whopper,B,D
prepackaged,D,B
crickets,B,A
okaythe,B,D
offsite,C,C
rescued,C,B
fantastici,C,B
raving,B,A
attracts,C,C
bottomless,C,A
greenbelt,C,D
purse,D,B
bookmarked,E,C
ultimately,C,A
addition,D,B
pussy,A,B
comments,C,C
rocked,C,B
rocket,D,C
ratatouille,D,B
scolded,C,D
rockin,A,B
neighboring,C,C
pushy,B,A
tippers,C,A
splurging,C,D
offering,C,A
giants,C,B
rustlers,A,C
splashed,D,B
smarter,D,B
hormone,C,A
toasting,C,B
tribes,E,C
cranked,C,A
speechless,B,B
severe,D,C
mortgage,B,D
tribal,D,D
conveniently,C,B
grandkids,B,B
smartly,A,A
upfront,C,A
noteworthy,C,D
ranchero,B,D
funniest,D,A
therefore,C,B
canyon,C,A
compensate,C,B
steakhouse,C,B
retailer,C,D
practically,C,B
bruised,C,B
pretentious,C,B
modify,C,E
moderately,C,B
churches,A,E
minifridge,B,A
dehydrated,A,A
tricky,C,B
tricks,D,A
injera,C,B
dangerously,D,B
hovering,C,C
porkwich,B,A
attentiveness,C,A
singles,C,C
detected,A,B
wreck,C,C
carryon,A,B
player,C,B
played,C,B
maximum,A,C
expects,C,C
cognac,A,B
alaskan,C,B
yada,D,A
vague,C,A
diavola,D,D
diavolo,C,B
cesar,C,C
stickler,B,D
goodcents,B,D
celebrate,C,B
weakest,C,A
pounding,A,C
yang,C,C
yams,A,C
yall,A,A
affects,B,A
inspection,B,A
yaki,D,A
counting,D,C
wrapped,C,B
sucking,D,C
wrapper,C,A
yawn,A,E
contractors,D,E
yasu,E,C
yarn,B,E
yard,B,B
racquetball,C,C
toasts,C,C
toasty,C,B
guarantee,D,B
spicyness,B,A
having,C,B
cutlery,D,C
cutlets,D,C
makeshift,A,B
punch,C,A
locks,C,A
insanely,C,B
sugarfree,D,D
overpower,A,D
punks,D,A
unhappy,C,B
reopen,C,B
doneness,A,C
plasma,D,C
lodge,A,B
everythingi,B,A
everythings,B,B
complimenting,A,A
cells,C,C
zipps,B,A
fatherinlaw,B,C
kickass,D,C
minimalistic,D,A
maguro,B,C
dobson,B,A
nursery,C,C
procedures,C,B
squeeze,D,B
statement,D,A
tipping,C,A
sickeningly,D,A
regretted,B,B
sweaters,C,A
defined,D,A
instinct,A,E
defines,D,A
hideaway,D,C
reports,D,E
sticking,C,A
determined,D,C
assisted,C,B
effective,B,A
hors,C,A
horn,D,B
hose,C,D
psyched,A,C
host,C,B
hoti,C,A
herself,D,B
hots,C,C
fritter,B,A
hour,B,A
hong,C,C
hood,D,B
hook,D,B
hoop,C,E
hoot,B,A
hope,C,B
hopi,E,B
hops,B,B
hold,C,B
foresight,C,C
home,C,B
holy,D,B
aioli,D,C
hole,B,A
arrive,D,B
gilbert,B,A
snippy,B,B
models,D,B
modelo,B,B
arizona,C,B
puppy,B,D
maccheese,B,B
partook,D,B
realtor,B,A
modest,C,B
arriba,B,D
cents,C,B
modern,C,B
delish,B,A
folded,C,B
julienned,D,C
hows,D,A
graham,C,A
evaluation,B,D
trainers,B,A
guinness,C,B
wrist,D,A
write,C,B
backpack,D,B
permitting,B,E
nascar,B,A
carbonated,A,A
lofty,A,B
champagne,D,B
outcome,D,A
grainy,C,B
grains,D,A
suckers,D,B
gravity,D,B
sleeping,C,B
soulless,D,C
intelligent,D,C
counters,D,B
hobo,D,B
hoan,B,B
logic,A,B
overwhelming,C,B
cranberry,C,C
onetime,B,A
plated,D,C
plates,C,B
hugely,D,E
peoplewatching,C,B
other,C,B
elaines,A,E
heed,D,C
heel,C,B
hefe,B,A
heck,C,B
architecture,D,C
upgrades,B,B
hehe,C,B
upgraded,B,B
help,C,B
hemp,A,B
held,D,C
hell,D,B
hero,D,C
hers,C,A
here,B,A
herb,A,B
herd,A,C
marketplace,C,A
cheering,D,C
havent,B,B
insanity,C,A
favourite,C,A
receiving,C,B
buying,C,A
proceeds,D,C
heat,C,A
cranberries,C,B
heap,D,B
hear,C,B
heal,B,A
head,D,B
garcias,C,A
partner,C,B
portlands,A,C
checkered,A,C
grassy,C,A
bedside,C,B
skate,D,A
amused,A,C
prettiest,B,A
auditorium,C,E
menuwe,D,D
urinals,D,B
squeaky,C,C
disgruntled,C,C
begrudgingly,D,C
online,C,A
sausages,C,B
wrong,C,B
stickers,B,A
wrote,D,B
reduced,C,A
baking,D,C
poisoning,B,B
grated,D,C
physicians,B,B
croutons,D,C
fooddrink,C,C
unsafe,B,A
sweating,C,B
restaraunts,B,A
ritual,D,B
sisterinlaw,B,A
deserves,C,B
crawled,C,C
cushy,A,B
pulse,B,C
altogether,C,B
lobby,C,B
gratin,C,C
cherries,A,E
gratis,D,D
pulls,D,B
maggie,D,E
deserved,C,B
innovation,D,C
challenging,B,A
kicking,D,B
quantity,B,A
domestics,B,A
collections,C,C
royalty,A,C
divide,D,B
barstools,D,B
loads,D,C
innovative,C,B
curve,D,A
inexplicably,D,A
buildings,C,C
aisle,D,A
anxiously,A,C
curry,B,B
loans,B,A
curse,D,A
managers,B,B
menudo,B,A
divine,C,B
guessed,D,C
diving,D,C
apricot,D,C
pumps,C,A
filmbar,D,B
nostrils,C,E
coating,D,A
ironing,C,A
assorted,C,B
luster,B,B
trattoria,A,A
cappuccino,C,C
pregnancy,C,C
cutie,A,B
picnics,C,D
local,C,B
adventurous,C,B
haps,B,B
asthma,D,B
harp,D,B
harm,C,D
killed,D,B
gravel,D,C
smithwicks,D,E
hard,C,A
washers,B,C
hall,D,B
halo,A,B
half,C,B
clicked,D,D
shallot,D,B
shallow,D,D
japanese,C,B
killer,C,B
hang,C,A
hand,D,B
hana,D,B
enticing,C,C
hawk,D,D
haze,A,E
neglect,C,A
hazy,C,B
breakfasti,B,B
breakfasts,B,A
hate,D,B
hats,D,C
whatev,A,E
hash,C,B
technically,D,C
have,C,B
hava,B,C
treating,C,C
mental,D,B
haus,D,C
haul,C,B
partial,C,B
havana,C,B
hits,C,B
arranged,C,C
grande,B,B
essentially,D,B
molasses,D,A
strippers,A,A
scalding,D,A
notable,D,B
notably,D,C
sleazy,D,C
paratha,E,D
hill,B,B
puffs,B,A
puffy,D,C
hike,D,B
hiro,C,C
hire,C,A
cedar,D,D
hips,C,B
allinall,C,A
coordinated,B,D
hint,C,B
deserted,C,A
expedia,B,B
companions,D,C
hide,C,B
shrooms,D,A
delayed,C,B
housethe,D,C
granny,A,B
parting,A,D
minigolf,B,D
general,C,B
pretend,D,B
high,C,B
magnet,C,A
daylight,C,C
coordinator,C,A
computers,C,B
horizons,C,D
parties,C,B
generic,C,B
xray,C,D
minutes,C,B
contemplating,D,B
tarbells,C,E
chodang,D,B
showcases,D,D
showcased,C,A
pickiest,B,C
minuses,C,A
bakery,C,B
bakers,B,B
plaques,C,A
sedona,B,A
nonmeat,C,E
complimentary,C,B
piazza,D,A
managing,C,B
emphasis,C,B
discouraged,B,B
grapes,D,B
friendship,A,C
ironman,A,D
waterfront,D,C
benefited,C,D
shuttle,B,A
numerous,B,B
reconsider,C,B
virtual,D,C
empire,A,C
planetarium,D,D
bertos,B,B
boxes,C,B
xtra,B,B
boxed,C,C
evident,C,A
cheerful,B,A
magnetic,D,D
singular,A,C
indulgences,A,C
bowls,C,B
announced,C,B
ravenous,A,A
millions,C,C
enoughi,D,E
flatiron,D,E
cornbread,C,B
acceptable,C,A
butterfields,D,E
substituted,C,A
marriage,D,B
substitutes,C,B
caprese,B,B
transition,C,A
suites,C,A
suited,C,B
cavernous,D,E
simply,C,B
simple,C,B
substitute,C,A
follow,D,B
promotions,B,C
filthy,C,C
shishito,B,C
ubiquitous,D,C
reduction,D,C
boxty,B,B
filter,B,A
mackerel,A,C
halfoff,B,C
sweetheart,C,A
seattle,C,B
sambuca,B,D
baseline,C,B
experts,C,C
invisible,D,B
hiking,D,B
xmas,D,A
puddles,D,C
telephone,D,C
callous,C,D
sponsored,B,B
feeds,C,D
mountainside,C,B
cheapest,B,A
scallions,C,B
feels,C,B
fillets,D,A
fillers,B,A
injury,C,A
additions,C,B
biodegradable,C,A
exaggeration,D,B
seeking,C,A
skirt,D,B
exaggerating,D,A
communicated,B,D
bound,D,C
pacman,D,C
renaissance,C,C
skimp,B,B
anybody,C,A
noticing,C,B
skill,D,B
